Observation Number,Measurement Date (UTC),Measurement Time (UTC),Observation Latitude,Observation Longitude,North Image URL,North Clearsky,North Cirrus/Cirrostratus,North Cirrocumulus/Altocumulus,North Altostratus/Stratus,North Stratocumulus,North Cumulus,North Cumulonimbus,North Contrails,North Smoke/Haze,North Dust,North Agreement,North Classification Count,North Retirement,East Image URL,East Clearsky,East Cirrus/Cirrostratus,East Cirrocumulus/Altocumulus,East Altostratus/Stratus,East Stratocumulus,East Cumulus,East Cumulonimbus,East Contrails,East Smoke/Haze,East Dust,East Agreement,East Classification Count,East Retirement,South Image URL,South Clearsky,South Cirrus/Cirrostratus,South Cirrocumulus/Altocumulus,South Altostratus/Stratus,South Stratocumulus,South Cumulus,South Cumulonimbus,South Contrails,South Smoke/Haze,South Dust,South Agreement,South Classification Count,South Retirement,West Image URL,West Clearsky,West Cirrus/Cirrostratus,West Cirrocumulus/Altocumulus,West Altostratus/Stratus,West Stratocumulus,West Cumulus,West Cumulonimbus,West Contrails,West Smoke/Haze,West Dust,West Agreement,West Classification Count,West Retirement,Up Image URL,Up Clearsky,Up Cirrus/Cirrostratus,Up Cirrocumulus/Altocumulus,Up Altostratus/Stratus,Up Stratocumulus,Up Cumulus,Up Cumulonimbus,Up Contrails,Up Smoke/Haze,Up Dust,Up Agreement,Up Classification Count,Up Retirement
116-122117-42695752-202201180022,2022-01-18,00:22:00,-41.155200,175.012500,https://data.globe.gov/system/photos/2022/01/18/2591978/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2591980/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2591979/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2591981/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,6,consensus,https://data.globe.gov/system/photos/2022/01/18/2591982/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count
116-123700-39805219-202201161958,2022-01-16,19:58:00,34.192600,-118.312400,https://data.globe.gov/system/photos/2022/01/16/2590794/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2590796/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2590795/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2590797/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2590799/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus
116-123700-39805219-202201182004,2022-01-18,20:04:00,34.192500,-118.312300,https://data.globe.gov/system/photos/2022/01/18/2594637/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594639/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594638/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2594640/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594641/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count
116-126821-38647703-202201181722,2022-01-18,17:22:00,46.804000,-95.811900,https://data.globe.gov/system/photos/2022/01/18/2594096/original.jpg,0,0,1,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2594098/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2594097/original.jpg,0,0,0,0,1,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594099/original.jpg,0,0,1,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594100/original.jpg,0,0,1,0,0,0,0,0,0,0,0.8,8,classification_count
116-128340-42931557-202201171143,2022-01-17,11:43:00,44.485300,8.097600,https://data.globe.gov/system/photos/2022/01/17/2589940/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2589943/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2589942/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2589944/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2589945/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-129762-80972583-202201162320,2022-01-16,23:20:00,24.105600,120.635500,https://data.globe.gov/system/photos/2022/01/16/2588852/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588854/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588853/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588855/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588856/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count
116-136215-85515003-202201162202,2022-01-16,22:02:00,42.283300,-85.663900,https://data.globe.gov/system/photos/2022/01/16/2591461/original.jpg,0,0,1,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2591463/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2591462/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2591464/original.jpg,0,0,1,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2591465/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,8,classification_count
116-136277-85573215-202201172230,2022-01-17,22:30:00,42.274400,-85.622300,https://data.globe.gov/system/photos/2022/01/17/2591889/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2591891/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2591890/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2591892/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2591893/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,8,classification_count
116-136644-85514984-202201162257,2022-01-16,22:57:00,42.284600,-85.666300,https://data.globe.gov/system/photos/2022/01/16/2588803/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/16/2588805/original.jpg,1,0,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588804/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/16/2588806/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/16/2588807/original.jpg,0,0,1,0,0,0,0,0,0,0,0.5,8,classification_count
116-136857-47759596-202201161659,2022-01-16,16:59:00,33.052400,-96.824100,https://data.globe.gov/system/photos/2022/01/16/2587813/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2587815/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/16/2587814/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2587816/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2587817/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-136857-47759596-202201181942,2022-01-18,19:42:00,33.052500,-96.824000,https://data.globe.gov/system/photos/2022/01/18/2594611/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594614/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594613/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594616/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594617/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-136976-47759596-202201171905,2022-01-17,19:05:00,33.052300,-96.823900,https://data.globe.gov/system/photos/2022/01/17/2591473/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2591475/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2591474/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2591476/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2591477/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-137643-85515496-202201171455,2022-01-17,14:55:00,42.289000,-85.618400,https://data.globe.gov/system/photos/2022/01/17/2590609/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590611/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2590610/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2590612/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590613/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus
116-145100-19832726-202201181430,2022-01-18,14:30:00,41.461100,14.390500,https://data.globe.gov/system/photos/2022/01/18/2593558/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593560/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2593559/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2593561/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593562/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus
116-151100-85704031-202201161409,2022-01-16,14:09:00,45.098700,14.117200,https://data.globe.gov/system/photos/2022/01/16/2587256/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2587258/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2587257/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2587259/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2587260/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-151100-85704031-202201171537,2022-01-17,15:37:00,45.098700,14.117800,https://data.globe.gov/system/photos/2022/01/17/2590701/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590704/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590702/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2590706/original.jpg,0,0,0,0,0,0,0,0,0,1,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2590708/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-151140-85646545-202201151348,2022-01-15,13:48:00,45.109700,14.062700,https://data.globe.gov/system/photos/2022/01/15/2583973/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2583975/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2583974/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2583976/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2583977/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-151140-85652537-202201151404,2022-01-15,14:04:00,45.109700,14.062800,https://data.globe.gov/system/photos/2022/01/15/2584024/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584026/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584025/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584027/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584028/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-151140-85652537-202201161215,2022-01-16,12:15:00,45.109800,14.062800,https://data.globe.gov/system/photos/2022/01/16/2586841/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2586850/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2586845/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2586854/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2586855/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-151140-85751064-202201151345,2022-01-15,13:45:00,45.109700,14.062700,https://data.globe.gov/system/photos/2022/01/15/2590419/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2590422/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2590421/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2590424/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2590425/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-151140-85751064-202201161405,2022-01-16,14:05:00,45.109700,14.062700,https://data.globe.gov/system/photos/2022/01/16/2590400/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2590402/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2590401/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2590404/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2590405/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-151140-85751064-202201171346,2022-01-17,13:46:00,45.109700,14.062700,https://data.globe.gov/system/photos/2022/01/17/2590325/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590327/original.jpg,1,0,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2590326/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590328/original.jpg,1,0,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2590329/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-151140-85751064-202201181251,2022-01-18,12:51:00,45.109700,14.062700,https://data.globe.gov/system/photos/2022/01/18/2593167/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593169/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593168/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593170/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593171/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-160530-79259308-202201151318,2022-01-15,13:18:00,-27.388500,-56.846600,https://data.globe.gov/system/photos/2022/01/15/2583924/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583926/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/15/2583925/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/15/2583927/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583928/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other
116-160530-79259308-202201161943,2022-01-16,19:43:00,-27.388500,-56.846600,https://data.globe.gov/system/photos/2022/01/16/2588404/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2588406/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/16/2588405/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/16/2588407/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588408/original.jpg,1,0,0,0,0,0,0,0,0,0,0.6,8,classification_count
116-160530-79259308-202201181406,2022-01-18,14:06:00,-27.388500,-56.846700,https://data.globe.gov/system/photos/2022/01/18/2593473/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593475/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2593474/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2593476/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,6,consensus,https://data.globe.gov/system/photos/2022/01/18/2593477/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other
116-165499-59187143-202201152013,2022-01-15,20:13:00,40.511900,-105.026500,https://data.globe.gov/system/photos/2022/01/15/2585329/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2585331/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2585330/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2585332/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2585333/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-165499-59187143-202201161724,2022-01-16,17:24:00,40.512100,-105.026500,https://data.globe.gov/system/photos/2022/01/16/2588228/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2588230/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588229/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2588231/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588232/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus
116-165585-59187143-202201182044,2022-01-18,20:44:00,40.512400,-105.026100,https://data.globe.gov/system/photos/2022/01/18/2594704/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594706/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594705/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594707/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594708/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus
116-165844-53462595-202201181540,2022-01-18,15:40:00,28.394700,-81.386600,https://data.globe.gov/system/photos/2022/01/18/2594455/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594457/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594456/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594458/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594459/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-165844-53462595-202201181859,2022-01-18,18:59:00,28.394700,-81.386600,https://data.globe.gov/system/photos/2022/01/18/2594461/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594463/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594462/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594464/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594465/original.jpg,0,0,0,0,0,0,0,0,0,0,0.4,8,classification_count
116-171134-60711943-202201170514,2022-01-17,05:14:00,26.971600,88.370800,https://data.globe.gov/system/photos/2022/01/17/2589333/original.jpg,0,1,0,0,0,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2589335/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,6,consensus,https://data.globe.gov/system/photos/2022/01/17/2589334/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2589336/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2589337/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count
116-171134-60711943-202201170615,2022-01-17,06:15:00,26.971500,88.370900,https://data.globe.gov/system/photos/2022/01/17/2589393/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2589396/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2589394/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2589397/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2589398/original.jpg,1,0,0,0,0,0,0,0,0,0,0.6,8,classification_count
116-171134-60711943-202201180417,2022-01-18,04:17:00,26.971700,88.370900,https://data.globe.gov/system/photos/2022/01/18/2592142/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2592144/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2592143/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2592145/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2592146/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-171134-60711943-202201180615,2022-01-18,06:15:00,26.971700,88.370800,https://data.globe.gov/system/photos/2022/01/18/2592242/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2592244/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2592243/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2592245/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2592246/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
